CAS,Name,Formula,Elements,Mw
1504-96-7,P-cyclohexyl phenyl ethyl ether,C14H20O,"['C', 'H', 'O']",204.1514152643517
150-50-5,Tributyl phosphorotrithioite,C12H27PS3,"['C', 'H', 'P', 'S']",298.101251392122
15054-54-3,"Urea,N-(1,1-dimethylethyl)-N'-phenyl-",C11H16N2O,"['C', 'H', 'N', 'O']",192.12626314425967
1505-50-6,p-Methylhydrocinnamic acid,C10H12O2,"['C', 'H', 'O']",164.0837296260114
15056-34-5,Triazene,H3N3,"['H', 'N']",45.032697110013
15057-98-4,"3-Pyridinecarboxylic acid, 2-methoxyphenyl ester",C13H11NO3,"['C', 'H', 'N', 'O']",229.0738932177761
150-59-4,Alverine,C20H27N,"['C', 'H', 'N']",281.214349874885
150-60-7,Benzyl disulfide,C14H14S2,"['C', 'H', 'S']",246.053692800174
150-61-8,"1,2-Dianilinoethane",C14H16N2,"['C', 'H', 'N']",212.13134852468798
15065-28-8,"Cyclobuta[1,2-a:3,4-a']diacenaphthylene, 6b,6c,12b,12c-tetrahydro- (6b&#945;,6c&#945;,12b&#945;,12c&#945;)-",C24H16,"['C', 'H']",304.125200515824
15068-35-6,2-Chloro-3-methylbenzoic acid,C8H7ClO2,"['C', 'H', 'Cl', 'O']",170.01345714718641
150-68-5,"Urea, N'-(4-chlorophenyl)-N,N-dimethyl-",C9H11ClN2O,"['C', 'H', 'Cl', 'N', 'O']",198.05599066543468
150-69-6,p-Ethylphenylurea,C9H12N2O2,"['C', 'H', 'N', 'O']",180.0898776348754
15074-16-5,"Butyrophenone, 2'-hydroxy-3-phenyl-,",C16H16O2,"['C', 'H', 'O']",240.1150297549674
15074-54-1,2-Chlorophenyl dichlorophosphate,C6H4Cl3O2P,"['C', 'H', 'Cl', 'O', 'P']",243.9014494136364
15075-50-0,"Ethanol, 2-[2-(2-propenyloxy)ethoxy]-",C7H14O3,"['C', 'H', 'O']",146.0942943100611
150-76-5,Mequinol,C7H8O2,"['C', 'H', 'O']",124.0524294970554
150-77-6,"1,2-Ethanediamine, N,N,N',N'-tetraethyl-",C10H24N2,"['C', 'H', 'N']",172.1939487826
150-78-7,"Benzene, 1,4-dimethoxy-",C8H10O2,"['C', 'H', 'O']",138.0680795615334
15080-25-8,"D-fructopyranose, 2,3:5,6-di-o-isopropylidene-,",C12H20O6,"['C', 'H', 'O']",260.1259883622102
150-81-2,Tetrahydrofurfuryl oleate,C23H42O3,"['C', 'H', 'O']",366.3133952127531
15082-13-0,1-Methyl-3-methylenecyclobutene,C6H8,"['C', 'H']",80.062600257912
15082-28-7,Butyl-PBD,C24H22N2O,"['C', 'H', 'N', 'O']",354.1732133376937
150-84-5,Citronellyl acetate,C12H22O2,"['C', 'H', 'O']",198.1619799484014
15084-51-2,4-t-Butylbenzenesulfonyl chloride,C10H13ClO2S,"['C', 'H', 'Cl', 'O', 'S']",232.0324785150344
150-86-7,"3,7,11,15-tetramethyl, 2-hexadecen-1-ol",C20H40O,"['C', 'H', 'O']",296.30791590913174
1508-75-4,Tropicamide,C17H20N2O2,"['C', 'H', 'N', 'O']",284.1524778927874
15088-30-9,"Piperidine, 1,1'-(1,4-phenylenedicarbonyl)bis-",C18H24N2O2,"['C', 'H', 'N', 'O']",300.18377802174336
1508-94-7,"5-Oxo-3,5-seco-a-norcholestan-3-oic acid",C26H44O3,"['C', 'H', 'O']",404.3290452772311
150895-64-0,"trans-1-Methyl-1,2-dicyclopropylcyclopropane",C10H16,"['C', 'H']",136.125200515824
150895-65-1,"cis-1-Methyl-1,2-dicyclopropylcyclopropane",C10H16,"['C', 'H']",136.125200515824
15093-36-4,"Thiourea, N-(1-methylethyl)-N'-phenyl-",C10H14N2S,"['C', 'H', 'N', 'S']",194.08776963462398
1509-39-3,"A-norandrost-3(5)-en-2-one, 3,17-dihydroxy-,",C18H26O3,"['C', 'H', 'O']",290.1881946969291
15094-05-0,"Cyclohexene, 3-ethylidene-, (Z)-",C8H12,"['C', 'H']",108.093900386868
1509-40-6,"A-norandrost-3(5)-en-2-one, 3,17-dihydroxy-, diacetate",C22H30O5,"['C', 'H', 'O']",374.20932406502845
15094-06-1,(E)-3-Ethylidenecyclohexene,C8H12,"['C', 'H']",108.093900386868
1509-45-1,"3-Oxa-a-nor-5alpha-androstan-17-ol, acetate",C19H30O3,"['C', 'H', 'O']",306.2194948258851
1509-47-3,"3-Oxa-a-nor-5alpha-androstan-2-one, 17-hydroxy-, acetate",C19H28O4,"['C', 'H', 'O']",320.1987593809788
15096-03-4,"1,2-Naphthalenedione, 1-[(4-methoxyphenyl)hydrazone]",C17H14N2O2,"['C', 'H', 'N', 'O']",278.1055276993534
15096-05-6,2-[4-Methoxybenzeneazo]-4-methylphenol,C14H14N2O2,"['C', 'H', 'N', 'O']",242.1055276993534
150965-73-4,"Methyl 3,5-dibromo-2,4-dimethoxy-6-methylbenzoate",C11H12Br2O4,"['C', 'H', 'Br', 'O']",365.91023409315477
151-00-8,"Propanal, 2-methyl-, oxime",C4H9NO,"['C', 'H', 'N', 'O']",87.0684139141547
1510-16-3,1-Dodecanesulfonic acid,C12H26O3S,"['C', 'H', 'O', 'S']",250.16026587134309
15104-61-7,"Propane, 1,1,2,3,3-pentachloro-",C3H3Cl5,"['C', 'H', 'Cl']",213.867738508567
151-05-3,Dimethylbenzylcarbinyl acetate,C12H16O2,"['C', 'H', 'O']",192.1150297549674
15105-62-1,C7H8O2S,C7H8O2S,"['C', 'H', 'O', 'S']",156.0245006714694
151-06-4,"Phenethylamine, 4-chloro-alpha,alpha-dimethyl-, hydrochloride",C10H14ClN.ClH,"['C', 'H', 'Cl', 'N', 'Cl', 'H']",219.05815485275699
15107-02-5,"Phosphine imide, p,p,p-trimethyl-",C3H10NP,"['C', 'H', 'N', 'P']",91.05508632524901
15108-72-2,"1,2,5-Thiadiazolidine,2,5-dimethyl-,1-oxide",C4H10N2OS,"['C', 'H', 'N', 'O', 'S']",134.0513841252397
151091-17-7,"phenylacetic acid, 3-methylbut-2-enyl ester",C13H16O2,"['C', 'H', 'O']",204.1150297549674
151-10-0,"Benzene, 1,3-dimethoxy-",C8H10O2,"['C', 'H', 'O']",138.0680795615334
15110-74-4,"2,5-Dinitrofluorene",C13H8N2O4,"['C', 'H', 'N', 'O']",256.0484067450628
15111-56-5,Ethyl 3-cyclohexenecarboxylate,C9H14O2,"['C', 'H', 'O']",154.0993796904894
15111-96-3,Perillyl acetate,C12H18O2,"['C', 'H', 'O']",194.13067981944542
1511-62-2,"Methane, bromodifluoro-",CHBrF2,"['C', 'H', 'Br', 'F']",129.9229689717174
151-18-8,H2NCH2CH2CN,C3H6N2,"['C', 'H', 'N']",70.053098202298
15119-34-3,3-Cyano-coumarin,C10H5NO2,"['C', 'H', 'N', 'O']",171.03202840477041
151198-85-5,C3HF6NO3S,C3HF6NO3S,"['C', 'H', 'F', 'N', 'O', 'S']",244.95813304623528
151-19-9,"3-Octanol, 3,6-dimethyl-",C10H22O,"['C', 'H', 'O']",158.1670653288297
15120-47-5,"2-methylbenzene-1,3-dicarboxylic acid",C9H8O4,"['C', 'H', 'O']",180.0422587361988
1512-14-7,N-Trifluoromethylimidosulfurous difluoride,CF5NS,"['C', 'F', 'N', 'S']",152.967160992542
15121-84-3,"Benzeneethanol, 2-nitro-",C8H9NO3,"['C', 'H', 'N', 'O']",167.0582431532981
15128-90-2,3-Hydroxy-6-methyl-2-nitropyridine,C6H6N2O3,"['C', 'H', 'N', 'O']",154.0378420610131
15129-01-8,"S-triazolo[2,3-c]pyrimidin-2(3h)-one, 8-amino-7-chloro-",C5H4ClN5O,"['C', 'H', 'Cl', 'N', 'O']",185.01043745305768
15129-78-9,Dibenzoequinene,C24H20,"['C', 'H']",308.15650064478
15131-55-2,"Cyclopentene, 3,3'-oxybis-",C10H14O,"['C', 'H', 'O']",150.10446507091768
151-32-6,Dinonyl adipate,C24H46O4,"['C', 'H', 'O']",398.3396099612808
151328-39-1,(CH3)2N-C(CH3)=N(c-C3H5),C7H14N2,"['C', 'H', 'N']",126.11569846021
151328-40-4,(CH3)2N-C(CH3)=NC2H5,C6H14N2,"['C', 'H', 'N']",114.11569846021
151328-41-5,(CH3)2N-C(CH3)=N(CH2)2OCH3,C7H16N2O,"['C', 'H', 'N', 'O']",144.1262631442597
151328-42-6,(C2H5)2N-C(CH3)=N(n-C3H7),C9H20N2,"['C', 'H', 'N']",156.162648653644
151328-44-8,(CH3)2N-C(C2H5)=N(t-C4H9),C9H20N2,"['C', 'H', 'N']",156.162648653644
151328-45-9,(CH3)2NC(CH3)=N(CH2)2N(CH3)2,C8H19N3,"['C', 'H', 'N']",157.157897625837
151328-46-0,(CH3)2NC(CH3)=N(1-Ad),C14H24N2,"['C', 'H', 'N']",220.1939487826
151328-47-1,(CH3)2NC(CH3)=N-(CH2)3N(CH3)2,C9H21N3,"['C', 'H', 'N']",171.173547690315
1513-60-6,"Ethyl-4,4,4-trifluoro-3-(trifluoromethyl)crotonate",C7H6F6O2,"['C', 'H', 'F', 'O']",236.0271984090126
15136-26-2,"3-Isopropyl-6-methyl-2,5-dioxopiperazine",C8H14N2O2,"['C', 'H', 'N', 'O']",170.1055276993534
1513-62-8,"2,2,3,3,4,4-Hexafluoro-pentanedioic acid dimethyl ester",C7H6F6O4,"['C', 'H', 'F', 'O']",268.017027648156
1513-65-1,"2,6-Difluoropyridine",C5H3F2N,"['C', 'H', 'F', 'N']",115.0233554266274
1513-69-5,2-Amino-4-hydroxy-6-(trifluoromethyl)pyrimidine,C5H4F3N3O,"['C', 'H', 'F', 'N', 'O']",179.03064625004131
15137-41-4,"Naphtho[1,2-d]-1,3-oxathiol-2-one",C11H6O2S,"['C', 'H', 'O', 'S']",202.0088506069914
1513-96-8,"1-pentanol, 1,2,2,3,3,4,4,5-octafluoro-",C5H4F8O,"['C', 'H', 'F', 'O']",232.0134400504413
151412-02-1,"2,3,6-Trifluorobenzylbromide",C7H4BrF3,"['C', 'H', 'Br', 'F']",223.94484723117358
151412-12-3,2-Fluoro-3-methylbenzyl bromide,C8H8BrF,"['C', 'H', 'Br', 'F']",201.97934103465118
15146-00-6,1-Chloro-2-isopropyl-4-methylbenzene,C10H13Cl,"['C', 'H', 'Cl']",168.070578101477
1514-87-0,"Methyl 2-chloro-2,2-difluoroacetate",C3H3ClF2O2,"['C', 'H', 'Cl', 'F', 'O']",143.97896334370878
15148-80-8,"2-Propanol, 1-tert-butylamino-3-(6-chloro-m-tolyloxy)-, hydrochloride",C14H22ClNO2.ClH,"['C', 'H', 'Cl', 'N', 'O', 'Cl', 'H']",307.11058434981237
15149-10-7,"Ethanol, 2-(4-methylphenoxy)-",C9H12O2,"['C', 'H', 'O']",152.0837296260114
1515-14-6,(CF3)2C(CH3)OH,C4H4F6O,"['C', 'H', 'F', 'O']",182.0166337249629
151-51-9,HN=C=NH,CH2N2,"['C', 'H', 'N']",42.021798073342
151-56-4,Ethylenimine,C2H5N,"['C', 'H', 'N']",43.042199165627004
1515-76-0,"1,3-Butadien-1-ol, acetate",C6H8O2,"['C', 'H', 'O']",112.0524294970554
1515-78-2,"Benzene, 1,3-butadienyl-",C10H10,"['C', 'H']",130.07825032239
1515-80-6,"2,4-Hexadienoic acid, methyl ester",C7H10O2,"['C', 'H', 'O']",126.06807956153341
1515-81-7,"Benzene, 1-methoxy-4-(methoxymethyl)-",C9H12O2,"['C', 'H', 'O']",152.0837296260114
1515-95-3,1-Ethyl-4-methoxybenzene,C9H12O,"['C', 'H', 'O']",136.0888150064397
1516-01-4,"2,4-Hexadienenitrile",C6H7N,"['C', 'H', 'N']",93.05784923010499
1516-21-8,"Anisole, p-nitroso-",C7H7NO2,"['C', 'H', 'N', 'O']",137.04767846924838
1516-37-6,1-(2-Methoxyphenyl)-2-thiourea,C8H10N2OS,"['C', 'H', 'N', 'O', 'S']",182.05138412523968
1516-60-5,"Benzene, 1-azido-4-nitro-",C6H4N4O2,"['C', 'H', 'N', 'O']",164.0334253858274
1516-64-9,"Perfluoro-2-butene, (E)-",C4F8,"['C', 'F']",199.9872253019136
1516-65-0,"Perfluoro-2-butene, (Z)-",C4F8,"['C', 'F']",199.9872253019136
151-67-7,Halothane,C2HBrClF3,"['C', 'H', 'Br', 'Cl', 'F']",195.8902248168266
1517-05-1,2-Azidoethanol,C2H5N3O,"['C', 'H', 'N', 'O']",87.0432617940627
1517-14-2,"3,4-Dimethylenecyclobutene",C6H6,"['C', 'H']",78.046950193434
15174-69-3,4-Hydroxy-3-methylbenzaldehyde,C8H8O2,"['C', 'H', 'O']",136.05242949705539
15175-04-9,2-chloroethyl decanoate,C12H23ClO2,"['C', 'H', 'Cl', 'O']",234.1386576630104
1517-66-4,"2-Butanol, 3-methyl-, (S)-",C5H12O,"['C', 'H', 'O']",88.0888150064397
1517-67-5,"(S)-3,3-dimethyl-2-butanol",C6H14O,"['C', 'H', 'O']",102.1044650709177
1517-69-7,"Benzenemethanol, &#945;-methyl-, (R)-",C8H10O,"['C', 'H', 'O']",122.0731649419617
15180-19-5,"Carbazic acid, 3-(5-amino-6-chloro-4-pyrimidinyl)-, benzyl ester",C12H12ClN5O2,"['C', 'H', 'Cl', 'N', 'O']",293.06795233054135
15181-07-4,"benzene, 1-heptyl-4-methyl-",C14H22,"['C', 'H']",190.172150709258
15181-11-0,"1,3-di-(t-C4H9)-5-CH3-C6H3",C15H24,"['C', 'H']",204.187800773736
15181-47-2,FSO3,FO3S,"['F', 'O', 'S']",98.9552181958683
1518-16-7,"Propanedinitrile, 2,2'-(2,5-cyclohexadiene-1,4-diylidene)bis-",C12H4N4,"['C', 'H', 'N']",204.043596146684
15181-86-9,Ethyl indole-3-acrylate,C13H13NO2,"['C', 'H', 'N', 'O']",215.0946286626824
15182-74-8,"Benzenamine, 2-methyl-N-sulfinyl-",C7H7NOS,"['C', 'H', 'N', 'O', 'S']",153.0248350240907
151-83-7,.alpha.-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid,C14H18N2O3,"['C', 'H', 'N', 'O']",262.1317424478811
151844-08-5,"1,4:5,8-Dimethanonaphthalene, 9-(1,1-dimethylethoxy)-1,4,4a,5,8,8a-hexahydro stereoisomer",C16H22O,"['C', 'H', 'O']",230.1670653288297
15185-11-2,"Bicyclo[2.2.1]heptane, 2-methyl-",C8H14,"['C', 'H']",110.109550451346
1518-58-7,Diethylammonium diethyldithiocarbamate,C9H20N2S2,"['C', 'H', 'N', 'S']",220.106791002472
15186-48-8,Acetone D-glyceraldehyde,C6H10O3,"['C', 'H', 'O']",130.0629941811051
15186-51-3,2-(3'-methyl-2'-butenyl)-3-methylfuran,C10H14O,"['C', 'H', 'O']",150.10446507091768
1518-72-5,"Disulfide, bis(2-methylpropyl)",C8H18S2,"['C', 'H', 'S']",178.08499292913
1518-75-8,"Thiophene, 3-propyl-",C7H10S,"['C', 'H', 'S']",126.050321496804
1518-83-8,"Phenol, 4-cyclopentyl-",C11H14O,"['C', 'H', 'O']",162.10446507091768
1518-84-9,"Phenol, 2-cyclopentyl-",C11H14O,"['C', 'H', 'O']",162.10446507091768
1518-86-1,"Phenol, 4-(2-aminopropyl)-, (.+/-.)-",C9H13NO,"['C', 'H', 'N', 'O']",151.09971404311068
15191-68-1,"2,4-Butanedione, 1,1,1-trifluoro-4-(4-methoxyphenyl)-",C11H9F3O3,"['C', 'H', 'F', 'O']",246.0503786370837
151920-97-7,BrClO,BrClO,"['Br', 'Cl', 'O']",129.88210491594168
151920-98-8,ClBrO,BrClO,"['Br', 'Cl', 'O']",129.88210491594168
15192-80-0,"(E,E,E)-2,4,6-Octatriene",C8H12,"['C', 'H']",108.093900386868
15193-25-6,o-Menth-8-ene,C10H18,"['C', 'H']",138.14085058030201
1519-59-1,"2-(2-Phenylvinyl)pyridine, cis",C13H11N,"['C', 'H', 'N']",181.089149359061
15199-21-0,"4-N,N',N''-Tetramethyl-2,6,7-triaza-1-phosphabicyclo[2.2.2]octane-1-oxide",C8H18N3OP,"['C', 'H', 'N', 'O', 'P']",203.11874921159668
15199-22-1,"4,N,N',N''-Tetramethyl-2,6,7-triaza-1-phosphabicyclo[2.2.2]octane-1-sulfide",C8H18N3PS,"['C', 'H', 'N', 'P', 'S']",219.095905766439
1520-20-3,p-Vinylphenyl isothiocyanate,C9H7NS,"['C', 'H', 'N', 'S']",161.029920404519
1520-21-4,4-Aminostyrene,C8H9N,"['C', 'H', 'N']",119.073499294583
1520-22-5,1-Isothiocyanatoethylene,C3H3NS,"['C', 'H', 'N', 'S']",84.998620275563
152-02-3,Levallorphan,C19H25NO,"['C', 'H', 'N', 'O']",283.1936144299787
1520-26-9,"Thiourea,(2-hydroxyphenyl)-",C7H8N2OS,"['C', 'H', 'N', 'O', 'S']",168.03573406076168
1520-31-6,"Sulfoximine, s,s-dimethyl-",C2H7NOS,"['C', 'H', 'N', 'O', 'S']",93.0248350240907
1520-42-9,"Benzene, 1,1',1''-(1-ethanyl-2-ylidene)tris-",C20H18,"['C', 'H']",258.140850580302
1520-44-1,"1,3-Diphenylbutane",C16H18,"['C', 'H']",210.14085058030201
1520-45-2,"1,3-Diphenyl-2-ethylpropane",C17H20,"['C', 'H']",224.15650064478
1520-46-3,"Benzene, 1,1'-(2-methyl-1,3-propanediyl)bis-",C16H18,"['C', 'H']",210.14085058030201
15205-11-5,2-Chloro-4-fluorobenzylamine,C7H7ClFN,"['C', 'H', 'Cl', 'F', 'N']",159.02510507521419
15205-66-0,2-Methanesulfonylethanol,C3H8O3S,"['C', 'H', 'O', 'S']",124.0194152910411
15206-55-0,"Benzeneacetic acid, &#945;-oxo-, methyl ester",C9H8O3,"['C', 'H', 'O']",164.0473441166271
152066-45-0,"4-Butyl-1,2,3-triazole",C6H11N3,"['C', 'H', 'N']",125.095297367925
1520-70-3,Ethanesulfonamide,C2H7NO2S,"['C', 'H', 'N', 'O', 'S']",109.0197496436624
15208-30-7,"1-Phenylcarbamoyl-2,3-phthaloyl-7,8-benzopyrrocoline",C27H16N2O3,"['C', 'H', 'N', 'O']",416.1160923834031
1521-38-6,"2,3-Dimethoxybenzoic acid",C9H10O4,"['C', 'H', 'O']",182.0579088006768
1521-51-3,"Cyclohexene, 3-bromo-",C6H9Br,"['C', 'H', 'Br']",159.988762904151
152-18-1,"o,o',o''-Trimethyl thiophosphate",C3H9O3PS,"['C', 'H', 'O', 'P', 'S']",156.0010023217071
15219-34-8,Oxalyl bromide,C2Br2O2,"['C', 'Br', 'O']",213.8265044671434
152-20-5,"Phosphorothioic acid, o,o',s-trimethyl ester",C3H9O3PS,"['C', 'H', 'O', 'P', 'S']",156.0010023217071
15220-85-6,Tetraisobutylene,C16H32,"['C', 'H']",224.250401031648
152211-15-9,2-Fluoro-6-(trifluoromethyl)benzyl alcohol,C8H6F4O,"['C', 'H', 'F', 'O']",194.0354774639625
1522-13-0,Diphenyl(phenylethynyl)carbinol,C21H16O,"['C', 'H', 'O']",284.12011513539574
1522-20-9,"3-Penten-2-one, 4-hydroxy-",C5H8O2,"['C', 'H', 'O']",100.0524294970554
1522-22-1,"2,4-Pentanedione, 1,1,1,5,5,5-hexafluoro-",C5H2F6O2,"['C', 'H', 'F', 'O']",207.99589828005662
15222-64-7,"2-Propenoic acid, 3-bicyclo[2.2.1]hept-5-en-2-yl-",C10H12O2,"['C', 'H', 'O']",164.0837296260114
15224-07-4,Ethylpropionyl acetate,C7H12O3,"['C', 'H', 'O']",144.0786442455831
15224-25-6,"Ketone, indol-3-yl phenyl",C15H11NO,"['C', 'H', 'N', 'O']",221.08406397863268
1522-46-9,"Butanoic acid, 2-acetyl-3-methyl-, ethyl ester",C9H16O3,"['C', 'H', 'O']",172.1099443745391
15224-88-1,"Hexadecane-1-sulfonic acid, 4-hydroxy-, delta-sultone",C16H32O3S,"['C', 'H', 'O', 'S']",304.2072160647771
1522-88-9,"2,2-Bis(iodomethyl)-1,3-diiodopropane",C5H8I4,"['C', 'H', 'I']",575.680488013912
1523-06-4,"Acetic acid, 3-nitrophenyl ester",C8H7NO4,"['C', 'H', 'N', 'O']",181.0375077083918
1523-11-1,2-Naphthyl acetate,C12H10O2,"['C', 'H', 'O']",186.0680795615334
1523-12-2,"Benzoic acid, o-nitropheyl ester",C13H9NO4,"['C', 'H', 'N', 'O']",243.0531577728698
15231-91-1,"2-Naphthalenol, 6-bromo-",C10H7BrO,"['C', 'H', 'Br', 'O']",221.96802745924467
1523-19-9,"Phenol,4-methoxy-,benzoate",C14H12O3,"['C', 'H', 'O']",228.0786442455831
15232-76-5,3-Octyne,C8H14,"['C', 'H']",110.109550451346
15232-78-7,"Cyclohexene,3-hexyl-",C12H22,"['C', 'H']",166.172150709258
15232-85-6,"Cyclohexene, 1-pentyl-",C11H20,"['C', 'H']",152.15650064478
15232-86-7,1-Heptylcyclohexene,C13H24,"['C', 'H']",180.187800773736
15232-87-8,"Cyclohexene, 1-octyl-",C14H26,"['C', 'H']",194.203450838214
15232-91-4,"Cyclohexene,3-(1-methylpropyl)-",C10H18,"['C', 'H']",138.14085058030201
15232-92-5,"Cyclohexene, 3-pentyl-",C11H20,"['C', 'H']",152.15650064478
15232-93-6,"Cyclohexene, 3-heptyl-",C13H24,"['C', 'H']",180.187800773736
15232-95-8,"Cyclohexene,3-(2-propenyl)-",C9H14,"['C', 'H']",122.109550451346
15232-96-9,"Benzene, 2-cyclohexen-1-yl-",C12H14,"['C', 'H']",158.109550451346
15233-65-5,"2,6-Dimethoxy hydroquinone",C8H10O4,"['C', 'H', 'O']",170.0579088006768
15240-91-2,4-(N-methylbenzylamino)-1-butyne,C12H15N,"['C', 'H', 'N']",173.120449488017
152450-70-9,"Imidazolidine-4-thione, 2,2,5,5-tetramethyl-1-nitroso-",C7H13N3OS,"['C', 'H', 'N', 'O', 'S']",187.0779332263887
15250-22-3,"2,7-dimethyl-1-octanol",C10H22O,"['C', 'H', 'O']",158.1670653288297
15254-64-5,"2,4-dimethylphenanthrene",C16H14,"['C', 'H']",206.109550451346
15258-73-8,"2,6-Dichlorobenzyl alcohol",C7H6Cl2O,"['C', 'H', 'Cl', 'O']",175.97957017774567
15260-65-8,2-(1-Phenylethenyl)pyridine,C13H11N,"['C', 'H', 'N']",181.089149359061
152-62-5,"(9&#946;,10&#945;)-pregna-4,6-diene-3,20-dione",C21H28O2,"['C', 'H', 'O']",312.20893014183537
15268-49-2,"Propane, 2-methyl-1-propoxy-",C7H16O,"['C', 'H', 'O']",116.12011513539571
15269-16-6,"4-Methyl-2,5-diisopropylphenol",C13H20O,"['C', 'H', 'O']",192.1514152643517
15269-17-7,"4-Methyl-3,5-diisopropylphenol",C13H20O,"['C', 'H', 'O']",192.1514152643517
15271-41-7,Tranid,C10H12ClN3O2,"['C', 'H', 'Cl', 'N', 'O']",241.06180432167739
1527-89-5,m-Methoxybenzontrile,C8H7NO,"['C', 'H', 'N', 'O']",133.0527638496767
1527-95-3,"Decanal, 2,4-dinitrophenyl hydrazone",C16H24N4O4,"['C', 'H', 'N', 'O']",336.1797552697508
1527-96-4,"2-Butenal, (2,4-dinitrophenyl)hydrazone",C10H10N4O4,"['C', 'H', 'N', 'O']",250.07020481840482
1527-97-5,"N-hexanal, 2,4-dinitrophenylhydrazone",C12H16N4O4,"['C', 'H', 'N', 'O']",280.1171550118388
1527-98-6,"Butanal, (2,4-dinitrophenyl)hydrazone",C10H12N4O4,"['C', 'H', 'N', 'O']",252.0858548828828
1528-14-9,(E)-3-Ethoxy-4-methyl-2-pentene,C8H16O,"['C', 'H', 'O']",128.1201151353957
1528-15-0,"2-Pentene, 3-ethoxy-2-methyl-",C8H16O,"['C', 'H', 'O']",128.1201151353957
1528-20-7,"1-Butene, 1-ethoxy-, (E)-",C6H12O,"['C', 'H', 'O']",100.0888150064397
1528-21-8,Ethylidenecyclobutane,C6H10,"['C', 'H']",82.07825032239
1528-22-9,"Cyclobutane, (1-methylethylidene)-",C7H12,"['C', 'H']",96.093900386868
1528-25-2,"4-Heptanone, 3-ethyl-",C9H18O,"['C', 'H', 'O']",142.1357651998737
1528-30-9,"Cyclopentane, methylene-",C6H10,"['C', 'H']",82.07825032239
15284-39-6,2-Methyl-5-vinyltetrazole,C4H6N4,"['C', 'H', 'N']",110.05924621116199
15285-15-1,"1H-1,2,4-Triazole, 3-chloro-5-methyl-",C3H4ClN3,"['C', 'H', 'Cl', 'N']",117.00937482462199
1528-74-1,"4,4'-Dinitrobiphenyl",C12H8N2O4,"['C', 'H', 'N', 'O']",244.0484067450628
152894-10-5,C4HF10NO4S2,C4HF10NO4S2,"['C', 'H', 'F', 'N', 'O', 'S']",380.9187314911778
152894-11-6,C3HF8NO4S2,C3HF8NO4S2,"['C', 'H', 'F', 'N', 'O', 'S']",330.9219251656994
152894-13-8,C4HF10NO4S2,C4HF10NO4S2,"['C', 'H', 'F', 'N', 'O', 'S']",380.9187314911778
1529-40-4,9H-Fluorene-9-carbonitrile,C14H9N,"['C', 'H', 'N']",191.073499294583
1529-41-5,"Benzeneacetonitrile, 3-chloro-",C8H6ClN,"['C', 'H', 'Cl', 'N']",151.018876880236
1529-68-6,"Butane, 1,2,3,4-tetrabromo-",C4H6Br4,"['C', 'H', 'Br']",369.72030064943397
15297-07-1,1(7)-p-Menthene-2-one,C10H16O,"['C', 'H', 'O']",152.12011513539568
15299-99-7,Napropamide,C17H21NO2,"['C', 'H', 'N', 'O']",271.1572289205944
1530-03-6,"1,1-Diphenylpropane",C15H16,"['C', 'H']",196.125200515824
1530-04-7,"1,1-Diphenylhexane",C18H22,"['C', 'H']",238.172150709258
1530-05-8,"Heptane, 1,1-diphenyl-",C19H24,"['C', 'H']",252.187800773736
1530-06-9,"1,1-diphenyloctane",C20H26,"['C', 'H']",266.203450838214
15300-82-0,"9,9'-Dimethyl-9,9'-bifluorenyl",C28H22,"['C', 'H']",358.172150709258
1530-11-6,"1,1-diphenyl-1-pentene",C17H18,"['C', 'H']",222.14085058030201
1530-12-7,"9,9'-Bi-9H-fluorene",C26H18,"['C', 'H']",330.140850580302
15301-50-5,Cloponone,C11H9Cl4NO2,"['C', 'H', 'Cl', 'N', 'O']",326.93873926320634
15301-69-6,Flavoxate,C24H25NO4,"['C', 'H', 'N', 'O']",391.1783582886938
1530-19-4,"1,1-diphenyl-1-hexene",C18H20,"['C', 'H']",236.15650064478
15307-78-5,"Diclofenac, methyl ester",C15H13Cl2NO2,"['C', 'H', 'Cl', 'N', 'O']",309.0323340274224
15307-86-5,Diclofenac,C14H11Cl2NO2,"['C', 'H', 'Cl', 'N', 'O']",295.0166839629444
1530-87-6,"Piperidine, 1-carbonitrile-",C6H10N2,"['C', 'H', 'N']",110.08439833125401
1530-88-7,1-Pyrrolidinecarbonitrile,C5H8N2,"['C', 'H', 'N']",96.068748266776
1531-12-0,3-Hydroxymorphinan,C16H21NO,"['C', 'H', 'N', 'O']",243.1623143010227
1531-25-5,3-Methoxymorphinan,C17H23NO,"['C', 'H', 'N', 'O']",257.1779643655007
1531-62-0,"Quinoline, 2-butyl-3-methyl",C14H17N,"['C', 'H', 'N']",199.136099552495
1531-77-7,"Dibenzo[b,e]thiepin-11(6H)-one",C14H10OS,"['C', 'H', 'O', 'S']",226.0452361163757
153-18-4,"Flavone-3-rutinoside, 3,3',4',5,7-pentahydroxy",C27H30O16,"['C', 'H', 'O']",610.1533848803172
1532-24-7,"Clopyralid, methyl ester",C7H5Cl2NO2,"['C', 'H', 'Cl', 'N', 'O']",204.96973376951038
15323-35-0,"Ethanone, 1-(2,3-dihydro-1,1,2,3,3,6-hexamethyl-1h-inden-5-yl)-",C17H24O,"['C', 'H', 'O']",244.1827153933077
1532-72-5,"Isoquinoline, 2-oxide",C9H7NO,"['C', 'H', 'N', 'O']",145.0527638496767
